price,m2,beds,bath,laundry,pets,housing_type,parking,hood_district
3400,5.868965202007712,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,6.0
2195,3.5645332771017424,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
5450,10.70223066248465,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1780,2.5892493538269314,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
3995,8.630831179423105,2.0,2.0,(a) in-unit,(c) cats,(c) multi,(b) protected,5.0
2882,6.870141618820792,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2345,4.315415589711552,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,2.0
2574,6.352291748055405,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2995,8.078457983940027,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
3995,7.767748061480795,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
3700,9.493914297365416,2.0,1.0,(c) no laundry,(d) no pets,(a) single,(b) protected,2.0
5500,12.946246769134659,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
3459,7.612393100251179,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3250,8.630831179423105,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
3575,8.630831179423105,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4265,11.78108455991254,3.0,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3588,8.58767702352599,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
5555,13.420942484002929,5.0,1.5,(c) no laundry,(a) both,(c) multi,(d) no parking,5.0
3000,6.421338397490791,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,4.0
2500,8.19928962045195,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,2.0
5200,8.630831179423105,3.0,1.0,(a) in-unit,(d) no pets,(a) single,(c) off-street,7.0
2996,7.724593905583679,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
2695,8.630831179423105,2.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5.0
3995,10.270689103513496,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3450,9.493914297365416,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
2800,6.732048319950022,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2500,4.315415589711552,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3700,6.904664943538484,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,7.0
2395,4.315415589711552,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
2490,3.9701823425346285,0.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
4295,7.163589878921178,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2600,6.904664943538484,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,8.0
2800,6.188305955646366,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
3150,8.630831179423105,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,8.0
3395,7.767748061480795,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
3895,8.630831179423105,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,8.0
4000,10.918001441970228,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
3498,8.58767702352599,2.0,2.0,(b) on-site,(a) both,(c) multi,(c) off-street,5.0
2800,5.635932760163287,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3200,7.905841360351564,1.0,1.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
3850,9.062372738394261,2.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3990,6.352291748055405,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2906,6.455861722208482,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3500,6.740679151129445,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
4495,12.083163651192347,3.0,2.0,(b) on-site,(a) both,(c) multi,(c) off-street,2.0
2800,7.5519772819952165,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
4500,9.709685076850993,2.0,1.0,(a) in-unit,(a) both,(a) single,(b) protected,5.0
1995,4.746957148682708,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,2.0
1675,3.0207909127980868,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
3896,6.283245098620021,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
4068,9.606115102697917,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
5500,25.029410420327004,4.0,2.0,(c) no laundry,(c) cats,(a) single,(b) protected,2.0
2595,6.386815072773098,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4500,12.083163651192347,3.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2450,4.574340525094246,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2990,5.5237319548307875,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
1850,3.66810325125482,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,8.0
3395,9.493914297365416,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4250,10.037656661669072,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
5595,15.53549612296159,4.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
2400,5.739502734316365,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2420,6.291875929799444,1.0,1.0,(c) no laundry,(c) cats,(a) single,(d) no parking,3.0
2200,4.315415589711552,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3000,7.767748061480795,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
2880,6.473123384567329,2.0,1.0,(a) in-unit,(b) dogs,(c) multi,(d) no parking,1.0
3950,8.50136871173176,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
4595,10.356997415307726,3.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3500,10.788538974278882,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
3581,7.957626347428103,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2900,5.610040266625019,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
2750,8.630831179423105,2.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
2695,7.767748061480795,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
3995,14.240871446048125,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,3.0
1660,2.0023528336261602,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
2199,4.9627279281682855,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,2.0
3995,16.3985792409039,3.0,2.0,(a) in-unit,(a) both,(a) single,(d) no parking,8.0
3990,7.293052346612525,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4500,10.788538974278882,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2990,5.066297902321363,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
3999,12.946246769134659,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3869,11.099248896738112,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
5595,14.67241300501928,3.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,5.0
3663,9.001956920138298,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2800,5.825811046110596,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2915,4.686541330426746,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
1929,6.473123384567329,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
4250,5.178498707653863,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
2995,5.610040266625019,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
3395,10.029025830489648,2.0,2.0,(a) in-unit,(a) both,(c) multi,(c) off-street,9.0
4800,9.537068453262531,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
4500,9.493914297365416,3.0,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
2100,3.702626575972512,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3099,7.5519772819952165,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
2600,4.315415589711552,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2650,6.0415818255961735,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4500,8.829340296549837,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
1699,4.531186369197131,1.0,1.0,(c) no laundry,(d) no pets,(b) double,(d) no parking,1.0
3572,6.015689332057905,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3099,7.948995516248679,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3295,7.33620650250964,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,7.0
1799,4.746957148682708,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
5195,13.999208173024275,4.0,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
1980,4.936835434630016,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
4950,17.26166235884621,4.0,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,1.0
3500,5.610040266625019,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3884,8.138873802195988,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2685,8.371906244040412,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,10.0
1674,5.661825253701557,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
4350,8.19928962045195,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3195,6.473123384567329,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
3250,8.941541101882338,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
4400,10.356997415307726,3.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
3728,8.760293647114452,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3490,4.315415589711552,2.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
2875,5.463316136574826,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,2.0
5000,12.083163651192347,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2617,5.610040266625019,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2795,6.473123384567329,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
3400,8.156135464554835,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,2.0
2917,6.222829280364059,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3495,6.0415818255961735,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
3100,6.473123384567329,2.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,4.0
1700,8.19928962045195,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,10.0
3200,6.645740008155792,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
2595,8.630831179423105,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
3290,4.194583953199629,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3200,5.610040266625019,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
4488,8.432322062296373,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2700,7.767748061480795,3.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,9.0
1899,4.746957148682708,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
4875,14.741459654454665,2.0,3.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2075,2.986267588080395,0.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
4275,13.092970899184852,2.0,2.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
3295,8.630831179423105,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
5300,13.809329887076968,4.0,2.0,(b) on-site,(d) no pets,(a) single,(d) no parking,2.0
2050,4.315415589711552,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
3475,7.983518840966372,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
2500,5.610040266625019,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,5.0
3800,12.083163651192347,2.0,2.0,(b) on-site,(b) dogs,(c) multi,(d) no parking,7.0
3595,7.500192294918678,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
4499,10.356997415307726,2.0,2.0,(a) in-unit,(d) no pets,(a) single,(b) protected,2.0
3600,6.904664943538484,2.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
4195,10.356997415307726,2.0,1.5,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
4600,15.103954563990433,3.0,2.5,(c) no laundry,(d) no pets,(c) multi,(b) protected,6.0
2066,4.738326317503285,0.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2395,4.850527122835785,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3000,8.328752088143297,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3000,5.825811046110596,1.0,1.0,(b) on-site,(c) cats,(c) multi,(c) off-street,8.0
2950,6.904664943538484,2.0,2.0,(c) no laundry,(c) cats,(c) multi,(b) protected,9.0
3312,7.957626347428103,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3995,8.630831179423105,3.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,3.0
3395,7.767748061480795,1.0,1.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,8.0
1700,2.6496651720828934,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
4900,13.809329887076968,3.0,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3815,5.894857695545981,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4495,10.356997415307726,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,1.0
5790,11.876023702886194,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
1600,3.452332471769242,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2600,6.904664943538484,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
5500,15.53549612296159,4.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3000,5.4460544742159795,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1880,3.0207909127980868,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
2600,7.42251481430387,2.0,1.0,(b) on-site,(b) dogs,(c) multi,(c) off-street,5.0
2595,5.411531149498287,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
2899,4.9627279281682855,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
4050,7.163589878921178,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
3650,6.473123384567329,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
3600,9.493914297365416,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,6.0
3700,8.777555309473298,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
2800,5.178498707653863,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
5400,10.788538974278882,3.0,1.5,(b) on-site,(c) cats,(c) multi,(d) no parking,5.0
4500,8.36327541286099,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
3100,8.19928962045195,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
4000,6.688894164052907,3.0,1.0,(b) on-site,(d) no pets,(a) single,(d) no parking,10.0
2295,4.94546626580944,0.0,1.0,(b) on-site,(b) dogs,(c) multi,(d) no parking,8.0
4495,13.809329887076968,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,1.0
4350,11.306388845044268,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
1749,2.2440161066500073,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
5695,16.9595832675664,4.0,2.0,(b) on-site,(c) cats,(c) multi,(d) no parking,9.0
2800,5.610040266625019,2.0,1.0,(c) no laundry,(d) no pets,(b) double,(d) no parking,1.0
3975,7.983518840966372,1.0,1.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,8.0
4595,10.20164245407811,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2500,6.0415818255961735,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,2.0
4495,12.894461782058121,2.0,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2799,8.630831179423105,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3200,8.19928962045195,3.0,1.5,(a) in-unit,(d) no pets,(a) single,(d) no parking,10.0
2750,6.0415818255961735,1.0,1.0,(c) no laundry,(a) both,(c) multi,(c) off-street,5.0
2195,4.315415589711552,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
1400,2.7618659774153937,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,10.0
1600,3.538640783563473,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2565,2.615141847365201,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
1750,3.8838740307403974,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2695,6.257352605081751,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
4250,6.637109176976368,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
3750,11.651622092221192,2.0,1.0,(a) in-unit,(d) no pets,(a) single,(b) protected,9.0
2995,6.317768423337713,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3650,8.630831179423105,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
4648,11.332281338582538,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2199,6.473123384567329,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3500,6.628478345796944,1.0,1.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,9.0
2589,10.520983207716766,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
2850,6.904664943538484,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,2.0
2200,4.746957148682708,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3000,7.249898190715408,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
4100,10.70223066248465,2.0,1.0,(b) on-site,(d) no pets,(a) single,(c) off-street,9.0
1500,3.366024159975011,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
4495,11.220080533250037,2.0,2.0,(b) on-site,(c) cats,(c) multi,(b) protected,7.0
3000,7.293052346612525,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
4195,9.666530920953878,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,7.0
2800,6.904664943538484,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,7.0
3650,7.232636528356562,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3600,8.630831179423105,4.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
3495,14.67241300501928,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
2750,8.371906244040412,2.0,1.0,(a) in-unit,(c) cats,(c) multi,(b) protected,10.0
2500,6.904664943538484,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2860,9.433498479109454,2.0,2.0,(c) no laundry,(a) both,(c) multi,(d) no parking,3.0
4500,12.946246769134659,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,6.0
2395,6.0415818255961735,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5.0
2499,5.610040266625019,2.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,2.0
3495,7.767748061480795,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
3900,5.877596033187134,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
5495,10.788538974278882,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
3495,6.904664943538484,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
4295,8.11298130865772,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2280,4.5225555380177065,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2600,7.33620650250964,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
4995,10.667707337766958,3.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,6.0
